HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrGear,HrComment,HrCoRunningUrComm
2019-10-01,4,61,12,11,盛勢,V243,蘇狄雄,--,出閘迅速，其後收慢，居中間位置。早段走第四疊，沒有遮擋。跑過八百米處時移至第三疊，其後持續沒有遮擋。入直路彎時受力策，最後三百米墮退。,
2019-10-01,4,61,13,6,潮州小子,T412,杜美爾,TT,居中間位置，走內欄，早段落後領放馬不逾四個馬位。七百米處受擠迫，轉直路彎時落後領放馬五個馬位。接近三百五十米處時一度受困，未能追前，其後顯著轉弱。,
2019-10-01,4,61,14,7,閃電烈馬,C201,沈拿,--,展步上前，居第二位，其後被超越，有遮擋。半程時落後領放馬兩個馬位。趨近直路彎時受力策，末段顯著墮退。,
2019-10-01,4,61,2,8,加州明雋,B363,田泰安,TT,展現前速，過了首一百五十米後取得領先。跑過首四百米時帶離一個馬位，持續領放，最後一百米被追上及超越。走勢良佳，但不敵頭馬。,
2019-10-01,4,61,3,14,七寶,B314,蔡明紹,B/TT,起步後收慢，墮居尾三位置。持續居尾列，入直路時落後領放馬逾六個馬位。最後二百五十米快速上前，接近終點時取得季軍。,
2019-10-01,4,61,4,12,活力寶駒,B279,希威森,B,早段居前列，第二段推進，居領放馬外側第二位。跑過五百米處時受催策，入直路時墮居領放馬之後。末段力拼，保住殿軍。,
2019-10-01,4,61,5,5,捉金皇,B460,潘頓,H/P,出閘迅速，其後收慢，墮居中間位置，走第三疊，有遮擋。轉直路彎時落後領放馬六個馬位。末段追前一個馬位，但從未能構成威脅。,
2019-10-01,4,61,6,2,福善,C426,李寶利,XB1,出閘不快，居中間之後位置，走內欄。持續居尾列，轉直路彎時居尾三位置。末段衝刺時超越數駒，未能構成威脅。,
2019-10-01,4,61,7,10,喜盈運,V337,巫顯東,P-/H/TT,出閘笨拙，欠缺前速，居尾列。轉直路彎前墮居包尾位置，落後領放馬逾八個馬位。最後四百米移至更外疊，其後略為追前，未能構成威脅。,
2019-10-01,4,61,8,9,奔馳寶馬,V038,史卓豐,B/TT,起步時失地，其後未能加速，遙居包尾位置。持續包尾，半程時落後領放馬九個馬位。入直路時居尾二位置，末段超越數駒。從未有力一爭。,
2019-10-01,4,61,9,3,數糊勇士,B421,薛恩,B-/SR,出閘迅速，其後收慢，居中間位置，早段在有遮擋下走第三疊。持續在有遮擋下走外疊，入直路時移至更外疊，落後領放馬四個馬位。最後三百米未能再增速，末段墮退。,
2019-10-01,5,62,1,5,翡翠綠,C056,杜美爾,B/XB,出閘普通，落後領放馬兩個馬位，走內欄。中段走內欄節省腳程，入直路時向外移出。衝刺凌厲，從容勝出。,
2019-10-01,5,62,10,13,話晒事,B239,潘明輝,B/TT,出閘時觸碰對手，落後兩至三個馬位，走第三疊。跑過一千米處後沒有遮擋，直路彎位置相若。直路初未能再增速，保持穩勢至終點。,
2019-10-01,5,62,11,10,好友無敵,A217,黎海榮,B,出閘迅速，居前列，走第二疊。接近一千米處時讓對手過頭。直路彎落後約一個馬位，跑過五百米處後向外移出。直路初未能再增速，其後逐漸轉弱。,
2019-10-01,5,62,12,6,奮鬥揚威,C354,巫顯東,H,起步時受妨礙，居包尾位置，落後七至八個馬位。入直路時仍然包尾，直路上未能以勁勢衝刺。,
2019-10-01,5,62,13,12,精彩千里,C331,利敬國,B-/H-/XB1,出閘一般，居尾列，走第三疊，有遮擋。入直路時走更外疊。直路初對催策毫無反應，最後二百米收慢。,
2019-10-01,5,62,14,14,搶攻威威,B346,蘇狄雄,CP-/H1,出閘一般，居中間之後位置，走第二疊。直路彎位置相若。直路初再無餘力，最後三百米收慢。,
2019-10-01,5,62,2,8,天意,V417,田泰安,B,出閘迅速，受催策上前，居前列，但走外疊。直路彎走第二疊。直路上保持佳勢，取得亞軍，但不敵遙遙領先的頭馬。,
2019-10-01,5,62,3,2,發財寶,B220,沈拿,B,自第一檔出閘迅速，受催策上前，居前列，走內疊。直路彎前走勢良佳，直路初保持佳勢。接近一百五十米處時未能再增速，被超越。其後以穩勢上前，過終點時失去亞軍。,
2019-10-01,5,62,4,3,鑽得旺,C144,莫雷拉,V-/CP1/TT,與對手同步出閘，居中間位置，走第三疊，有遮擋。入直路時走大外疊。直路上追前甚多，取得殿軍，未能對頭三名馬匹構成威脅。,
2019-10-01,5,62,5,7,七十七十,B191,薛恩,--,出閘俐落，落後約三個馬位，走第二疊。直路彎落後相同距離，以穩勢衝刺。,
2019-10-01,5,62,6,1,韻妙星,A363,黃皓楠,B,出閘時受擠迫，居尾列，走內欄。直路彎沿欄略為追近，直路上略為追前。,
2019-10-01,5,62,7,4,從頭越,B073,潘頓,B,自最外檔出閘後留後，落後約五個馬位，走第三疊，有遮擋。直路彎前居相同位置。以穩勢衝刺。,
2019-10-01,5,62,8,9,威力琦,C155,貝力斯,P,出閘迅速，落後領放馬四個馬位，走內欄。直路彎略為追近。直路初未能再增速，保持穩勢至終點。,
2019-10-01,5,62,9,11,贏多多,C004,李寶利,CP/H,與對手同步出閘，居後列，落後六至七個馬位，走第二疊。直路彎前居相同位置，跑過五百五十米處後向外移出。入直路時走大外疊，以穩勢衝刺。,
2019-10-01,6,63,1,8,悅裕,B189,田泰安,PC-/B2/TT,起步後收慢，留居包尾位置，走內欄。受困至三百米處。在內疊取位，衝刺強勁，勝出賽事。,
2019-10-01,6,63,10,14,盈嘉輝,C080,蘇狄雄,B/TT,受催策，居包廂位置。保持同速，跑過二百米處時力竭。,
2019-10-01,6,63,11,5,翡翠福星,V020,梁家俊,H-/B,起步時被對手碰撞，居中間之前位置，但在沒有遮擋下走外疊。從未有力一爭。,
2019-10-01,6,63,12,13,皇龍司令,C208,希威森,B,起步時碰撞對手，居中間稍後位置，走內欄。保持走勢，二百米處略為受困。,
2019-10-01,6,63,13,7,活力名駒,B260,潘明輝,H/XB/TT,受催策上前，移入內欄領放。沿途外閃，三百米處力竭。（見競賽事件報告。）,
2019-10-01,6,63,14,6,共創歡樂,C210,黎海榮,H/SR,受力策，居領放馬外側。自三百五十米處起墮退。,
2019-10-01,6,63,2,3,川河寶駒,T375,沈拿,B2/TT-,居中間之前位置，走內欄。以勁勢力拼，但不敵頭馬，跑獲亞軍。,
2019-10-01,6,63,3,11,我𢥧意 (,C038,潘頓,B/H/TT,居中間位置，走外疊，但有遮擋。保持佳勢至終點，跑獲季軍。,
2019-10-01,6,63,4,1,任我行,C297,薛恩,CP,收慢，留居中間之後位置，走內欄。嚴重受困至二百米處。其後衝刺良佳。,
2019-10-01,6,63,5,10,超班福星,C183,史卓豐,CP/TT,約居中間位置，走第二疊。保持佳勢至終點。,
2019-10-01,6,63,6,12,萬利高,V396,黃皓楠,B,留居後列，走第二疊。追前，保持走勢至終點。,
2019-10-01,6,63,7,4,神亮金剛,C029,莫雷拉,--,起步時被對手碰撞，約居中間位置，走第二疊。自三百米處起未能望空至二百米處。其後衝刺一般。,
2019-10-01,6,63,8,2,快益善,B478,利敬國,SR,未能加速，居中間之後位置，走外疊，但有遮擋。三百五十米處收慢。其後保持走勢。,
2019-10-01,6,63,9,9,馬索爾,B094,貝力斯,P,居第二疊第二位。保持走勢至約二百米處。,
2019-10-01,7,64,1,1,美麗傳承,V380,潘頓,B/TT,出閘一般，緊隨領放馬。進入直路時開始上前，瞬即控制大局。,
2019-10-01,7,64,10,10,皇龍大將,T400,蘇狄雄,B/TT,從未超越中間位置。,
2019-10-01,7,64,2,5,嘉應之星,C198,田泰安,CP/TT,自外檔出閘迅速。對面直路上在領先馬匹之間競跑。九百米處移入內欄領放。入直路時被超越，僅能保持走勢，跑獲亞軍。,
2019-10-01,7,64,3,7,夏威夷,C150,莫雷拉,--,出閘普通。對面直路上居中間位置，走內欄。直路彎走內欄節省腳程。保持走勢，過終點時最為接近。,
2019-10-01,7,64,4,2,川河尊駒,A252,沈拿,V,早段居第四位，落後逾兩個馬位，大多走第三疊。轉直路彎時走第二疊，有遮擋。入直路時走勢遲緩，但末段追前頗多。,
2019-10-01,7,64,5,4,添滿意,C079,利敬國,B,自第一檔出閘普通，居第三位，稍為落後領放馬。保持同速，未能構成威脅。,
2019-10-01,7,64,6,6,當家精選,V388,蔡明紹,B,出閘迅速，居領放馬稍後位置。轉直路彎時逐漸墮居中間之後位置，走第三疊。保持穩勢，未能構成威脅。,
2019-10-01,7,64,7,3,龍船鼓響,T286,潘明輝,H/XB,自大外檔出閘，遙居於後。末段表現最佳。,
2019-10-01,7,64,8,9,幸福分享,A409,希威森,H,居最後數位之內。入直路後受催策。保持同速，未能加速。,
2019-10-01,7,64,9,8,勝得威,A025,巫顯東,CP/TT,儘管早段受催策，但缺乏前速。直路前仍遙居於後。從未有力一爭。,
2019-10-01,8,65,1,2,牛角仔,C234,潘頓,CP1,上前爭奪領先，走內欄。跑過三百米處時以佳勢領先。最後一百五十米受亞軍馬匹挑戰，但始終保持優勢。,
2019-10-01,8,65,10,7,快樂健康,C447,利敬國,--,出閘笨拙，留居中間位置。四百米處受力策，未能加速。末段保持同速。從未能構成威脅。,
2019-10-01,8,65,11,1,怡威,C496,李寶利,--,居中間之後位置。直路彎走第三疊。最後四百米受催策，但毫無進展。,
2019-10-01,8,65,12,3,元朗之星,C303,蔡明紹,--,起步時急促以後足豎立，因而失地甚多。七百米處墮居尾列。直路上超越兩匹已洩氣的對手。受出閘緩慢影響。（須連續多次試閘及格後才可再次出賽。）,
2019-10-01,8,65,13,10,龍之英,C206,黃皓楠,H/TT,自外檔出閘，收慢留後。一直居後列。四百五十米處受催策。末段勉力而回。,
2019-10-01,8,65,14,14,志聰明,C319,黎海榮,B,自第一檔出閘，留居中間位置，走內欄。跑過四百米處時拋離，瞬即洩氣。,
2019-10-01,8,65,2,12,獎進,C283,巫顯東,TT1,追趕領先馬匹，走內欄。三百五十米處向外移出，展開挑戰。追迫頭馬至終點，但始終不敵。,
2019-10-01,8,65,3,6,一片光明,T268,杜美爾,--,早段受推策。沿途跟隨領先馬匹。自三百米處起以穩勢追趕，但未能追及首兩名馬匹。,
2019-10-01,8,65,4,11,威武再現,A308,潘明輝,--,留居中間之前位置。直路初落後四個馬位。最後三百米保持普通走勢。未能嚴重威脅首三名馬匹。（右前腿不良於行。）,
2019-10-01,8,65,5,9,首飾大聖,B378,莫雷拉,--,自第十二檔出閘，居中間位置，走第三疊，自七百米處起沒有遮擋。直路上保持穩勢。從未能加速上前挑戰領先馬匹。,
2019-10-01,8,65,6,4,嘜誰嘜誰,C323,田泰安,B/TT,墮居後列第十一位，落後領先馬匹僅逾六個馬位。最後四百米保持走勢，略為追前，但從未能構成威脅。,
2019-10-01,8,65,7,8,快樂凱旋,B195,梁家俊,--,早段跟上步速。跑過八百米處時收慢，居領先馬匹之後。直路初有望爭勝。最後一百五十米力竭。,
2019-10-01,8,65,8,5,南莊之歌,C480,希威森,TT1,自第十四檔出閘，受催策上前，走外疊。六百米處切入第二疊。入直路時領先短距離。接近三百米處時被超越。直路中段逐漸轉弱。,
2019-10-01,8,65,9,13,小威人,C217,史卓豐,--,出閘緩慢。其後未能加速，居接近包尾位置，落後八個馬位。入直路時對催策反應有限。從未有力一爭。（流鼻血。）,
2019-10-01,9,66,1,4,超新星,B380,莫雷拉,--,與對手同步出閘，走第二疊，落後五個馬位。直路彎居相若位置。直路初移入內疊。末段衝刺凌厲，勝出賽事。,
2019-10-01,9,66,10,13,放眼量,A140,梁家俊,V-/H,與對手同步出閘，落後領放馬四至五個馬位，走內欄。直路彎走內欄節省腳程。直路初受催策，略為上前。最後二百米轉弱。,
2019-10-01,9,66,11,14,駿王,V423,黃皓楠,B/TT,自最外檔出閘後留居包尾位置，落後七個馬位。入直路時走大外疊。末段保持同速。,
2019-10-01,9,66,12,12,原班人馬,C164,巫顯東,TT,起步時被碰撞，因而失去平衡，走第二疊，居中間之後位置。接近五百米處時略為受阻。直路上逐漸轉弱。,
2019-10-01,9,66,13,11,豪霸,C204,黎海榮,TT,自第一檔出閘迅速，受催策上前，取得領先。直路彎前走勢暢順。入直路時並列領先。直路初被超越，其後轉弱。最後二百米收慢。,
2019-10-01,9,66,14,9,漫畫,C182,蘇狄雄,--,自第十三檔出閘普通，未能切入內疊，早段走大外疊，居中間位置。跑過一千米處後受催策上前，走第三疊。中段落後約一個馬位。自六百米處起轉弱，遙遙尾隨而回。,
2019-10-01,9,66,2,3,聰明導彈,C037,潘頓,B/TT,起步時與他駒互相碰撞，在有遮擋下走第三疊，居中間位置。直路彎前居相同位置。接近五百米處時向外移出。人直路時走大外疊。末段衝刺凌厲，跑獲亞軍。,
2019-10-01,9,66,3,5,魅影揚飛,A354,利敬國,B,自外檔出閘後留後，在有遮擋下走第三疊，落後約五個馬位。直路彎居相若位置。直路上移出外疊。末段衝刺凌厲，跑獲一席位置，過終點時最為接近。,
2019-10-01,9,66,4,6,忠心美麗,B383,杜美爾,B/TT,出閘一般，走內疊，居後列，落後約六個馬位。直路彎前居相同位置。直路上追前甚多，跑獲殿軍，但未能威脅三甲馬匹。（見競賽事件報告。）,
2019-10-01,9,66,5,2,心多多,B264,薛恩,CP,與對手同步出閘，沿欄居中間位置，落後約三個馬位。直路彎走內欄節省腳程。直路上略為追前。,
2019-10-01,9,66,6,10,神威敖翔,V150,蔡明紹,PC/TT,出閘迅速，受催策上前，居前列，走第二疊。入直路時並列領先。直路初保持佳勢。接近二百米處時未能再增速，被超越。其後逐漸轉弱。,
2019-10-01,9,66,7,7,明欣賞,C327,潘明輝,--,出閘一般，居領放馬一至兩個馬位之後的位置，走內欄。直路彎走內欄節省腳程。跑過五百米處後向外移出。直路初受催策，略為上前。接近二百米處時未能再增速。保持穩勢至終點。,
2019-10-01,9,66,8,8,自在人生,B169,田泰安,XB/TT,出閘時與對手互相碰撞，走第三疊，居中間之前位置。接近七百米處時取得遮擋。跑過六百米處後開始發力。入直路後不久未能再增速。最後二百米轉弱。,
2019-10-01,9,66,9,1,馬友冠,C299,郭能,--,出閘笨拙，碰撞他駒，走第二疊，落後兩個馬位。直路彎前居相同位置。接近五百米處時被帶出更外疊。直路初未能再增速。保持穩勢至一百五十米處，其後轉弱。,
2019-10-06,1,68,1,2,埼豐,A083,巫顯東,--,出閘時被碰撞，前速甚快，取得領先。直路彎前輕鬆帶頭。直路上保持甚佳走勢，勝出賽事。,
2019-10-06,1,68,10,10,易勝相吸,B275,蘇狄雄,PC-/B2/TT,出閘笨拙，碰撞他駒，居中間之後位置，落後約六個馬位，走第二疊。直路彎落後相同距離。直路初轉弱，最後一百五十米收慢。,
2019-10-06,1,68,2,7,財帥,B134,希威森,H-/B,自第一檔出閘迅速，居第二位，落後領放馬一個馬位。直路彎追近。直路上持續力拼至終點，但一直落後頭馬。,
2019-10-06,1,68,3,4,賞心星,C251,莫雷拉,--,出閘迅速，落後約兩個馬位，走第二疊。直路彎追近。直路上保持佳勢，跑獲季軍。,
